235.3958  880  718  999  775  363
235.4375  855  824  999  911  591
235.4792  888  895  946  997  797
235.5208  889  887  796  993  934
242.6042  569  614  348  675  839
242.6458  519  465  162  490  737
242.6875  439  299   81  291  568
242.7292  219  114   43   93  241
242.7708    7    8    6    6    9
243.2292   59   15   61    9    8
243.2708  525  158  453  117   41
243.3125  735  352  746  344   56
243.3542  832  545  929  588  136
243.3958  765  658  901  724  371
243.4375  272  460  508  474  358
243.4792  417  712  737  776  649
243.5208  212  647  584  666  639
243.5625  118  497  417  483  497
243.6042  145  450  337  424  477
243.6458   92  376  240  345  437
243.6875   74  217  137  190  261
243.7292    2   71   55   59   69
243.7708    1    8    7    7    8
244.2292   42   17   52   11    9
244.6458    2  210  163  184  216
244.6875  135  231  122  213  335
244.7292    8   57   44   48   58
244.7708    1    3    3    3    3
245.2292    3    8   11    7    6
245.2708   81  102  153   89   61
245.3125  437  324  579  306  114
245.3542   36  250  341  248  138
245.3958  616  667  952  748  363
245.4375  718  771  958  891  579
245.4792  697  746  808  856  679
245.5208  446  754  676  834  791
245.5625  239  552  423  611  652
245.6042  108  409  298  397  447
245.6458  241  392  195  385  539
245.6875  269  237   81  241  426
245.7292    6   65   41   54   76
245.7708    2    6    4    5    6
246.2292    2    4    4    3    3
246.2708   96   85  128   72   46
246.6042  618  632  347  719  899
246.6458  558  462  145  506  771
246.6875  460  283   72  284  565
246.7292  246  100   38   86  221
246.7708    5    7    5    6    9
247.2292   49   14   67    8    8
247.2708  572  158  487  125   40
247.3125  803  357  787  365   52
247.3542  924  550  960  612  129
247.3958  968  707 1028  816  365
247.4375  987  813 1021  952  599
247.4792  993  868  942 1016  799
247.5208  988  863  787 1012  940
247.5625  976  802  579  941 1011
247.6042  942  684  341  792 1002
247.6458  888  522  110  584  924
247.6875  788  332   43  342  754
247.7292  550  113   29   98  329
247.7708    9    5    4    4    7
248.2292   56   14   78    7    8
248.3958  996  714 1042  829  369
248.4375 1005  826 1039  971  609
248.4792 1031  882  957 1037  814
248.5208 1016  880  801 1036  963
248.5625 1010  814  586  960 1031
248.6042  973  692  342  807 1022
248.6458  922  529  107  596  945
248.6875  822  334   41  347  771
248.7292  572  109   27   97  326
248.7708    5    4    4    4    6
249.2292   53   13   79    7    7
249.2708  647  161  521  131   39
249.3125  865  364  819  380   49
249.3542  972  558  984  630  128
249.3958 1012  719 1054  839  372
249.4375 1024  830 1048  981  614
249.4792 1014  883  962 1043  819
249.5208 1010  877  803 1039  965
249.5625  961  808  588  956 1027
249.6042  898  681  346  796 1005
251.4792  792  836  924  996  785
251.5208  802  834  779  994  921
251.5625  849  782  584  936 1000
251.6042  798  664  353  780  979
251.6458  710  494  136  559  866
251.6875  551  292   67  306  632
251.7292  271   89   34   82  216
251.7708    1    3    3    3    4
252.2292   20    6   20    5    4
252.2708  433  122  376  109   34
252.3125  741  330  751  357   55
252.3542  792  519  925  598  139
252.3958  810  672  996  798  369
252.4375  830  786 1006  946  598
252.4792  855  836  924 1005  786
252.5208  824  825  767  991  916
252.5625  792  759  565  911  970
252.6042  716  632  341  749  932
252.6458  617  457  133  522  799
252.6875  461  264   66  281  565
254.2292   19    8   19    6    4
254.2708  170  103  211   90   54
254.3125   54  182  226  155  114
254.3542    1   89   87   81   76
254.3958    5  193  171  166  163
254.4375  406  585  694  649  453
254.4792  400  542  574  601  489
254.5208  244  541  477  562  546
254.5625  327  507  413  565  582
254.6042   16  244  208  234  242
254.6458   24  168  108  155  206
254.6875   51  104   59  103  147
254.7292   86   66   35   59  123
255.2292    2    3    3    2    3
255.2708  237  109  251   94   50
255.3125  534  309  628  329   90
255.3542  697  555  910  619  197
255.3958  786  718 1021  849  431
255.4375  239  359  404  386  291
255.4792  210  356  385  391  317
257.6042    1   53   40   41   43
257.6458    2   52   42   43   43
257.6875    2   31   26   25   25
257.7292    2   10    8    9    9
258.2292    2    2    3    2    1
258.2708    2   21   18   17   17
258.3125    2   51   38   40   44
258.3542    2   79   67   64   63
258.3958    2  230  187  187  190
258.4375    1  205  167  173  182
258.4792    1   77   67   66   64
258.5208    4  238  204  244  241
258.5625    2  452  359  488  511
258.6042  105  210  146  203  235
258.6458  193  344  161  370  523
258.6875   94  113   70  105  153
258.7292    1   26   22   22   23
259.2292   27    4   16    4    3
259.2708  350  106  306  106   38
259.3125  705  309  716  356   58
272.2708  184   69  232   85   27
272.3125  428  242  549  290   90
272.3542  478  447  724  537  198
272.3958  485  599  829  709  381
272.4375  906  769 1012  992  616
272.4792  486  629  719  788  597
272.5208  411  530  517  656  579
272.5625   20  224  195  201  204
272.6042  230  379  246  450  527
272.6458  375  373  158  438  620
272.6875    9   79   62   76   88
272.7292   49   16   12   14   20
273.2708  406   81  318  104   24
273.3125  796  277  734  367   46
273.3542  918  464  918  620  107
273.3958  972  623 1004  835  340
273.4375  884  733 1003  978  576
273.4792  988  777  908 1032  771
273.5208  992  764  743 1022  911
273.5625  984  697  537  950  982
276.5625  275  591  474  720  737
276.6042  283  327  207  399  471
276.6458  499  361  131  451  658
276.6875   98  111   61  126  195
276.7292   12   10    9    9   11
277.2708  355   69  301   98   24
277.3125  713  275  703  373   71
277.3542  618  439  804  569  156
277.3958  808  555  864  736  337
277.4375  457  563  734  719  453
277.4792  924  739  872 1009  758
277.5208  923  727  712  998  892
277.5625  474  569  447  707  734
277.6042  192  391  276  438  494
277.6458    8  102   83   98  104
277.6875    1   36   33   31   31
277.7292    2    7    6    5    6
278.2708    2    8    6    6    6
278.3125    2   18   15   14   14
278.3542    2   35   29   27   28
282.6042  733  514  265  752  923
282.6458  770  354   69  542  832
282.6875  163   79   26  113  203
282.7292    1    5    4    4    6
283.2708    2   16   13   13   13
283.3125    2   74   63   60   60
283.3542   41  241  274  236  172
283.3958   76  327  370  342  254
283.4375    5  250  225  241  232
283.4792   18  322  294  305  287
283.5208   70  407  374  433  401
283.5625  539  506  383  679  718
283.6042  616  377  190  551  684
283.6458  691  310   66  481  726
283.6875   72   64   38   72  102
283.7292    1    5    4    4    6
284.2708  318   54  255   91   20
284.3125  727  234  679  356   44
284.3542  868  416  879  612  105
284.3958  939  569  966  824  331
292.3125  268  128  244  163   69
292.3542  505  315  571  445  152
292.3958  504  451  710  646  310
292.4375  256  366  422  436  314
292.4792  352  720  809  955  734
292.5208  660  666  656  935  820
292.5625  624  519  426  704  699
292.6042  328  373  241  495  565
292.6458   86  142   95  144  171
292.6875   48   41   23   52   88
292.7292    1    2    2    2    2
293.2708  106   23   77   38   11
293.3125  638  196  604  339   46
293.3542  689  373  753  557  127
293.3958  852  521  901  795  323
293.4375  917  616  889  930  544
293.4792  419  455  515  602  464
293.5208   49  176  157  173  166
293.5625  108  344  292  389  384
293.6042    2  165  138  150  154
294.6875  236   81   31  126  234
295.2708  238   31  182   75   14
295.3125  706  194  630  353   38
295.3542  842  366  819  604  102
295.3958  879  496  867  777  310
295.4375  956  612  886  937  542
295.4792  984  660  800 1000  733
295.5208  985  646  637  982  862
295.5625  948  567  422  882  911
295.6042  513  436  192  703  871
295.6458  567  266   39  461  720
295.6875  321   76   20  137  272
296.2708  162   32  163   69   16
296.3125    2   25   22   21   23
296.3542    1  115   93   93   98
296.3958    1  214  194  188  174
296.4375    1  192  161  169  172
296.4792    1  221  190  204  204
296.5208   12  264  244  282  263
296.5625   63  247  196  257  266
304.6458  544  182   44  330  487
304.6875  201   38   16   69  122
305.2708  143   16  101   45    8
305.3125  670  159  584  338   34
305.3542  821  321  781  583   89
305.3958  897  469  874  799  306
305.4375  995  578  880  949  532
305.4792 1011  622  784 1006  720
305.5208 1013  610  624  993  856
305.5625 1001  542  415  907  923
305.6042  951  414  180  732  896
305.6458  801  241   34  475  733
305.6875  226   35   14   64  115
306.2708  156   16  114   51    8
306.3125  615  154  558  324   36
306.3542  614  277  643  482   89
306.3958  743  442  804  722  288
306.4375  940  574  876  938  531
306.4792  904  623  779  989  717
306.5208  728  526  540  829  719
314.6458  644  203   63  392  561
314.6875   67   16   11   19   25
315.2708   11    4    6    4    3
315.3125  471  112  433  265   30
315.3542  625  279  632  497  117
315.3958  243  298  435  401  219
315.4375    1  144  136  130  118
315.4792  415  523  589  722  559
315.5208  229  334  335  451  392
315.5625  165  325  261  441  447
315.6042  324  333  186  519  610
315.6458  237  116   57  183  257
315.6875    1   15   10   17   22
316.3542    1   86   72   69   67
316.3958    1  121  105  105  101
316.4375    2  177  149  156  154
316.4792  413  448  512  637  498
316.5208  456  449  467  690  589
316.5625   42  164  144  177  177
316.6042  259  134   97  199  221
318.6875   18   15   13   17   20
319.3125  223   54  187  123   16
319.3542  871  277  770  588   72
319.3958  971  424  866  803  284
319.4375 1011  526  860  944  507
319.4792 1016  567  759  994  689
319.5208 1005  549  594  969  813
319.5625  974  475  384  869  865
319.6042  781  341  159  653  779
319.6458  746  167   45  356  500
319.6875   29   10   11   11   12
320.3125    1    2    5    4    4
320.3542    1   11   21   18   17
320.3958    1   28   60   52   45
320.4375   45   41  162  151   87
320.4792   36   45  157  179  125
320.5208  176   89  379  478  360
320.5625  124  183  219  335  319
320.6042  438  294  156  479  539
320.6458  733  157   40  339  460
334.3542  813  229  700  546   65
334.3958  710  366  690  664  274
334.4375  164  304  369  396  277
334.4792  644  497  684  884  597
334.5208  924  500  575  914  737
334.5625  876  473  426  868  821
334.6042   49  155  131  186  188
335.3125  162   56  174  119   26
335.3542  595  232  607  480   92
335.3958  444  306  574  544  226
335.4375  869  443  762  848  440
335.4792  562  450  596  765  531
335.5208  541  457  509  776  633
335.5625  526  392  348  699  666
335.6042  654  326  184  657  742
335.6458  417   85   26  189  248
336.3125  439   58  340  208   19
336.3542  822  218  694  534   52
336.3958  944  360  806  755  242
336.4375  983  459  804  895  454
346.4375   16  189  192  181  153
346.4792   63  202  200  192  169
346.5208  436  346  373  504  419
346.5625  225  239  210  354  344
346.6042  798  297  173  653  722
346.6458  377   87   29  201  255
347.3958   59  122  141  137  101
347.4375  853  429  761  854  438
347.4792  537  467  617  767  529
347.5208  656  447  522  807  641
347.5625  625  329  315  646  590
347.6042  139   75   38  156  183
347.6458  426  101   27  240  307
348.3125  284   51  250  162   21
348.3542   68  119  241  196   68
348.3958   39  201  319  294  144
348.4375   16  233  316  308  185
348.4792  299  357  499  592  381
348.5208  999  574  705 1078  825
348.5625  953  444  421  894  824
350.3542    1    7   26   28   23
350.4375   12   28  133  167  117
350.4792   18   38  216  295  185
350.5208   35   34  183  220  152
350.5625    1   15   82   83   58
350.6042    1    9   45   42   34
351.3125  279    4  207  138   15
351.3542  757   16  552  441   64
351.3958  920   24  759  673  175
351.4375  957  142  787  852  439
351.4792  986  428  716  937  619
351.5208  961  442  577  939  744
351.5625  902  392  383  850  790
351.6042  847  288  172  682  754
351.6458  408   88   28  217  274
352.3125  302   31  219  138   14
352.3542  788  184  656  507   48
352.3958  937  329  801  753  225
352.4375  994  437  819  914  445
352.4792 1004  492  745  989  635
356.3542   80   68  167  134   36
356.3958  584  238  554  518  164
356.4375  812  385  732  805  378
356.4792  905  448  679  895  567
356.5208  969  468  572  936  729
356.5625  741  389  359  766  714
356.6042  401  264  184  482  518
356.6458  277  121   64  206  255
357.3125   70   13   52   36    8
357.3542  783  179  642  495   47
357.3958  916  326  792  748  222
357.4375  968  430  805  902  434
357.4792  615  420  584  761  510
357.5208    7  211  196  209  192
357.5625   11  177  169  182  165
357.6042  237  167  123  262  283
357.6458  363   71   29  159  199
358.3125   73   19   72   49   11
358.3542  147  113  201  171   68
358.3958   22  121  148  134   91
  4.4375  100  232  306  323  214
  4.4792   10  223  205  208  192
  4.5208    1  202  173  174  171
  5.3542  595  171  516  401   58
  5.3958  891  309  761  696  187
  5.4375  962  419  791  862  400
  5.4792  988  481  730  949  593
  5.5208  990  489  600  959  738
  5.5625  702  361  345  691  627
  5.6042  890  467  316  868  927
  5.6458  521  157   64  334  406
  6.3125  178   19  134   81    9
  6.3542  756  167  619  457   36
  6.3958  922  314  777  710  187
  6.4375  974  419  791  861  398
  6.4792  800  447  673  869  544
  6.5208  432  305  377  580  443
  6.5625  369  246  237  454  415
  6.6042    2   95   81   95   95
  7.3125  224   24  163  101   13
  7.5625  184  314  274  461  444
  7.6042  218  249  185  377  401
  7.6458  276  154   85  234  283
  8.3125   28   12   29   21   10
  8.3542   90  115  199  174   76
  8.3958  124  217  336  326  172
  8.4375  668  376  637  692  357
  8.4792  816  494  705  909  591
  8.5208 1014  495  606  966  741
  8.5625 1026  455  430  916  835
  8.6042  969  349  216  762  827
  8.6458  542  101   32  232  297
  9.3125    3    9   11    9    7
  9.3542    2   54   57   50   40
  9.3958   83  139  204  199  111
  9.4375  189  207  308  328  191
  9.4792  134  246  314  365  250
  9.5208  365  292  345  483  373
  9.5625   14  167  156  202  188
  9.6042  491  290  191  512  560
 15.6042  963  374  236  778  841
 15.6458  844  199   46  461  596
 15.6875   80   14   13   16   18
 16.3125  202   31  169   99   13
 16.3542  493  173  481  368   57
 16.3958  908  347  807  728  201
 16.4375  981  449  829  883  406
 16.4792  996  519  776  982  608
 16.5208 1009  531  644  994  760
 16.5625  983  482  451  924  846
 16.6042  657  269  172  540  585
 16.6458  536  132   37  281  362
 16.6875   99   14   12   18   22
 17.3125  223   27  181  104   11
 17.3542  600  159  521  381   40
 17.3958  351  181  396  356  106
 17.4375  992  464  860  906  411
 17.4792 1005  556  832 1016  621
 17.5208  967  541  654  988  755
 17.5625  828  492  467  929  844
 23.3958  276  300  458  426  217
 23.4375  229  356  456  466  301
 23.4792   81  319  330  364  296
 23.5208  176  350  358  465  396
 23.5625  581  438  410  735  674
 23.6042  739  367  241  693  749
 23.6458  691  230   62  493  648
 23.6875  182   26   18   36   49
 24.3125    1    4    3    3    3
 24.3542    1   33   26   28   28
 24.3958    1   77   62   63   63
 24.4375    1   86   69   71   72
 24.4792    1   91   74   75   75
 24.5208    1   92   73   77   78
 24.5625    1   48   38   39   40
 24.6042    1   57   45   46   48
 25.3125    1    5    4    4    4
 25.3958    2   99  104  109   89
 25.4375    1  104   99   99   89
 25.4792    1  114  107  104   96
 40.6875   35   52   39   61   73
 40.7292    1    5    5    6    8
 41.3125    4   44   54   43   31
 41.3542   13  153  194  164  109
 41.3958   58  261  361  321  186
 41.4375  189  383  561  561  317
 41.4792  416  609  763  866  597
 41.5208  531  572  605  830  687
 41.5625  661  554  503  888  823
 41.6042  917  478  321  789  853
 41.6458  427  210  106  344  433
 41.6875  414  144   58  253  388
 41.7292    1    7    6    7    8
 42.3125  109   58  129   82   37
 42.3542  148  181  328  249  111
 42.3958   35  299  373  335  227
 42.4375   39  304  364  366  262
 42.4792  612  555  707  832  581
 42.5208  840  606  674  984  794
 42.5625  190  378  337  472  446
 46.6875  313  114   44  181  289
 46.7292   10    9    7   10   14
 47.2708    1    3    4    3    2
 47.3125  119   58  155   87   28
 47.3542  570  262  660  455   81
 47.3958  677  434  840  708  247
 47.4375  534  519  800  787  426
 47.4792  463  601  761  863  607
 47.5208  809  649  740 1015  811
 47.5625  900  600  541  966  909
 47.6042  839  489  313  807  894
 47.6458  713  326  104  557  749
 47.6875  412  137   42  236  396
 47.7292   18    9    7    9   13
 48.3125    1   15   13   13   13
 48.3958    1  104   91   92   90
 48.4375    1  231  206  204  198
 48.4792    1  272  243  243  236
 48.5208    1  249  226  221  211
 48.5625    1  193  172  170  165
 49.3125    4   40   45   38   29
 49.3542   47  112  177  132   70
 49.3958    4  231  301  281  186
 49.4375  205  396  492  474  324
 49.4792    3  347  362  370  310
 49.5208  499  713  782 1033  843
 49.5625  266  313  290  398  376
 49.6042  173  347  248  474  522
 49.6458  291  268  136  390  496
 49.6875   85  107   64  131  184
 49.7292    1   12    9   13   16
 50.3125  100  110  196  132   69
 50.3542   61  188  256  207  129
 50.3958  499  404  717  603  243
 50.4375  760  515  802  790  424
 50.4792  938  663  895 1048  699
 50.5208  944  669  746 1052  850
 50.5625  555  398  360  588  554
 50.6042  461  442  304  617  689
 50.6458  575  324  128  508  677
 50.6875  176  120   60  162  239
 50.7292    1   12    9   12   16
 51.3125    1    9    8    8    8
 51.3542    1   33   29   29   28
 51.3958    1   54   49   51   49
 51.4375    1   76   68   69   67
 51.4792    1   98   89   88   87
 51.5625    1   84   69   84   79
 51.6042    2   84   78   84   75
 51.6458    1   94  102  109   99
 51.6875    3   26   31   29   34
 51.7292    3    5    6    5    8
 52.2708    5    3    7    4    2
 52.3125  399   98  328  172   29
 52.3542  868  275  796  535   62
 52.3958  967  404  939  789  247
 52.4375  644  499  812  791  398
 52.4792  259  537  641  678  494
 52.5208  484  666  745  928  737
 52.5625  135  552  513  724  671
 52.6042  686  455  297  667  744
 52.6458  867  379   96  636  879
 52.6875  765  197   33  363  668
 52.7292   70   12    9   16   29
 53.2708   39    5   36   13    3
 53.3125  600  126  516  251   34
 53.3542  858  311  807  543   62
 53.3958  947  478  932  782  249
 53.4375  948  596  944  942  481
 53.4792  946  662  876 1022  682
 53.5208  934  664  727 1019  826
 53.5625  915  613  534  956  910
 53.6042  756  486  303  769  862
 53.6458  384  297  124  443  588
 53.6875  223  126   50  186  305
 53.7292    1   15   11   15   20
 54.2708   26    8   36   15    4
 54.3125  563  129  493  238   39
 54.3542  638  291  675  474   90
 54.3958  476  369  592  529  246
 66.3125  329  199  494  263   70
 66.3542  453  329  623  429  126
 66.3958  887  578  993  817  310
 66.4375  204  308  411  379  232
 66.4792  708  681  800  925  681
 66.5208  440  536  539  673  574
 66.5625   27  309  242  330  344
 66.6042  234  471  304  551  634
 66.6458  407  407  191  497  659
 66.6875  577  224   67  314  560
 66.7292    6   24   21   21   24
 67.2708    7    9   14    8    8
 67.3125  240  126  301  164   42
 67.3542  212  168  304  214   71
 67.3958  246  400  555  490  269
 67.4375  772  652  836  813  506
 67.4792  290  411  460  522  397
 67.5208  797  751  756 1019  869
 67.5625  888  705  568  976  966
 67.6042  858  586  337  817  947
 68.2708    1    8    7    7    6
 68.3125    1   47   41   41   41
 68.3542    1  102   89   90   90
 68.3958    1  171  149  152  148
 68.4375    2  246  214  216  211
 68.4792    3  313  277  292  280
 68.5208   32  444  407  461  424
 68.5625  206  571  471  652  652
 68.6042  804  596  354  806  932
 68.6458  823  418  101  587  853
 68.6875  689  224   36  321  630
 68.7292  201   40   15   52  128
 69.2708   60   27   83   34   19
 69.3125  110  166  283  184   94
 69.3542  207  344  513  388  188
 69.3958  109  389  471  423  285
 69.4375   38  389  386  386  330
 69.4792   42  429  414  427  375
 69.5208   17  369  333  344  325
 69.5625   17  352  309  334  326
 77.5625  761  723  573  929  934
 77.6042  710  645  372  810  963
 77.6458  533  403  139  484  693
 77.6875  105   91   41  105  171
 77.7292    9   24   17   26   39
 78.2708  122   46  143   50   19
 78.3125  658  266  684  325   58
 78.3542  829  490  945  614  127
 78.3958  773  592  911  747  336
 78.4375  415  614  725  699  487
 78.4792   52  441  428  433  379
 78.5208  184  483  466  552  494
 78.5625  136  456  384  507  504
 78.6042  443  638  407  740  853
 78.6458   96  241  111  252  347
 78.6875  501  253   92  279  535
 78.7292  135   58   30   63  133
 79.2708    1   17   22   19   19
 79.3125    1   61   94   78   83
 79.3542   79  153  365  273  217
 86.6458   15  172  135  152  168
 86.6875   14  149  102  129  166
 86.7292  169   63   34   51  116
 87.2708  498  111  435  112   32
 87.3125  844  317  777  367   52
 87.3542  921  517  943  624  134
 87.3958  996  673 1027  832  352
 87.4375 1022  811 1033  993  614
 87.4792 1009  874  958 1059  815
 87.5208  729  743  680  889  813
 87.5625  499  635  469  731  769
 87.6042  933  732  396  895 1077
 87.6458  915  521  134  630  937
 87.6875  830  405  113  445  854
 87.7292  493  137   57  133  359
 88.2708  275  114  331  111   48
 88.3125  163  154  245  148   87
 88.3542   68  253  281  245  183
 88.3958   17  334  325  312  267
 88.4375    3  245  219  211  202
 92.6042   20  266  214  244  252
 92.6458   10  159  134  134  135
 93.2292    1    4    6    3    3
 93.2708  277  121  296  107   53
 93.3125  631  330  688  352   82
 93.3542  791  536  895  614  184
 93.3958  915  736 1031  848  414
 93.4375  969  864 1032 1011  677
 93.4792 1056  902  968 1083  847
 93.5208 1037  905  813 1067  980
 93.5625 1001  814  585  955 1009
 93.6042  747  637  341  714  882
 93.6458  330  403  171  422  598
 93.6875  483  251   68  263  480
 93.7708    1    3    3    2    3
 94.2292   12    8   33    6    6
 94.2708  623  156  497  139   55
 94.3125  872  364  809  398   74
 94.3542  978  586 1007  688  184
 94.3958  921  708  960  827  445
 95.2708  576  143  462  124   36
 95.3125  881  352  797  376   51
 95.3542  963  557  971  636  138
 95.3958  963  697  992  816  382
 95.4375  864  793  944  924  613
 95.4792  320  566  574  623  507
 95.5208  879  758  669  891  827
 95.5625  948  737  552  866  895
 95.6042  954  822  480  939 1106
 95.6458  374  446  229  466  607
 95.6875  584  405  114  389  742
 95.7292  102  102   48   82  164
 96.2292    4    9   30    8    5
 96.2708  248  116  309  107   38
 96.3125  408  259  537  270   65
 96.3542  451  448  723  487  163
 96.3958  666  656  927  755  369
 96.4375  767  728  907  847  532
 96.4792 1041  895  962 1052  813
 96.5208 1042  871  783 1021  934
111.3958  498  507  668  540  287
111.4375   93  474  486  456  364
111.4792  445  796  791  811  676
111.5208  325  769  681  792  741
111.5625  850  931  679  999 1062
111.6042  376  449  281  453  539
111.6458   33  247  134  216  305
111.6875   81  244  113  217  368
111.7292  286  168   74  117  328
111.7708   18   14    9   11   17
112.2292    4   12   12   10   10
112.3125  266  280  450  258   76
112.3542  845  613  963  625  184
112.3958  883  771 1011  819  432
112.4375  626  753  835  801  578
112.4792  494  780  752  809  694
112.5208  389  723  584  715  722
112.5625  331  654  471  657  721
112.6042  184  554  364  527  623
112.6458  116  380  247  349  422
122.6458  102  295  191  267  325
122.6875    2   28   21   28   34
122.7292  315  206   75  140  369
123.2292   22   35   47   29   25
123.2708   48  132  151  107   88
123.3125  566  394  651  354  105
123.3542  887  650  997  658  218
123.3958  992  826 1079  842  436
123.4375 1017  926 1065  972  657
123.4792 1029  977  974 1024  846
123.5208 1028  973  817 1031  992
123.5625 1021  907  607  945 1047
123.6042  997  791  372  799 1041
123.6458  956  632  132  589  972
123.6875  831  417   49  336  777
123.7292  369  154   39  102  330
123.7708   16   22   13   17   35
124.2292   23   31   41   24   21
124.2708   43  106  127   80   65
124.3125   15  214  208  183  161
133.4375  125  408  398  365  310
133.4792    5  246  276  229  171
133.5208   12  386  348  337  318
133.5625    4  288  255  244  236
133.6042    1  116   98  104  104
133.6458    1   71   62   56   59
133.6875    1   44   39   41   42
133.7292   62   73   57   61   72
133.7708    2   17   14   13   14
134.2292    2   51   46   42   39
134.2708    3   84   74   63   59
134.3125    1   69   57   54   54
134.3542    1  101   86   82   79
134.3958    1   83   66   67   68
134.4375    2  112   95   85   83
134.4792    2  183  154  147  144
134.5208    2  108   92   86   83
134.5625    1   16   14   12   12
134.6042    2  107   89   97   97
134.6458   95  414  254  349  447
136.6875  419  321   81  231  512
136.7292  278  167   44  101  296
136.7708  104   72   44   46  111
137.1875    2    2    3    1    1
137.2292   53   34   61   25   22
137.2708    2   78   77   70   64
137.3125  260  351  492  297  128
137.3542  751  642  919  582  208
137.3958  353  615  722  604  392
137.4375  946  907  993  911  652
137.4792  834  942  905  950  812
137.5208  957  994  814 1001  993
137.5625  748  825  550  810  921
137.6042  652  736  354  686  917
137.6458  740  577  127  500  847
137.6875  550  326   51  249  536
137.7292  123  122   60   84  173
137.7708   38   48   30   29   62
138.1875   25    5   20    3    3
138.2292  463  111  326   30   31
140.2708  780  311  649  167   52
140.3125  895  513  864  396   59
140.3542  935  691  985  615  199
140.3958  969  839 1036  799  429
140.4375  972  942 1029  927  649
140.4792  992  990  947  986  833
140.5208  973  975  791  968  954
140.5625  956  915  594  891 1012
140.6042  917  803  371  751 1006
140.6458  834  631  145  547  916
140.6875  762  452   64  339  765
140.7292  474  246   71  132  468
140.7708  248   92   36   41  212
141.1875   32   11   28    8    7
141.2292  307  121  274   55   50
141.2708  341  267  439  176  101
141.3125  635  500  783  400  125
141.3542  378  541  705  497  257
141.3958  941  847 1055  821  446
141.4375  798  891  948  878  650
146.3125  111  291  362  228  142
146.3542  510  455  522  397  266
146.3958  779  810  914  754  496
146.4375  939  885  892  856  679
146.4792  933  997  920  976  862
146.5208  963  983  789  973  967
146.5625  962  949  612  917 1051
146.6042  785  662  335  615  811
146.6458   46  337  218  286  355
146.6875    4  170  138  138  144
146.7708    1   33   28   27   27
146.8125    1    2    2    1    2
147.1875   47    7   28    5    5
147.2292  476  122  334   32   33
147.2708  715  310  626  164   53
147.3125  844  510  844  387   63
147.3542  930  696  980  608  203
147.3958  963  843 1034  791  431
147.4375  964  942 1022  918  651
147.4792  768  925  879  917  791
